scenario	scenario_title	gene	cell	true_latent	saved_terminal_expression	read_count	q_mean	q_std	error	standardized_error	covered_by_2sd
Base	theta1=1	Gene_500	c5374	1.0337254744247055	1.3380282161334252	4.0	3.1881585	1.214251	2.154433025575295	1.7742896860495028	True
Base	theta1=1	Gene_500	c5375	1.764566022894012	1.9226470491411305	3.0	3.3883586	1.3376005	1.623792577105988	1.2139593078097595	True
Base	theta1=1	Gene_500	c5376	2.6070668275160473	2.678224533962819	6.0	4.545215	1.2859336	1.9381481724839524	1.5071914852243946	True
Base	theta1=1	Gene_500	c5377	2.8531300618801927	2.909192336834057	5.0	3.9140906	1.3284512	1.0609605381198075	0.7986447211006378	True
Base	theta1=1	Gene_500	c5378	2.989675842364644	3.038755241294536	1.0	2.119602	1.4710978	-0.8700738423646439	-0.591445274654509	True
Base	theta1=1	Gene_500	c5379	7.126303730773715	7.127107092530774	3.0	3.6807687	1.3856468	-3.4455350307737156	-2.486589678389699	False
Base	theta1=1	Gene_500	c5380	6.7262865855460685	6.727484844347429	5.0	4.45643	1.3128451	-2.2698565855460684	-1.7289599401681648	True
Base	theta1=1	Gene_500	c5381	3.7421098869005665	3.765537345858318	0.0	1.0353482	1.580388	-2.7067616869005664	-1.7127197162345997	True
Base	theta1=1	Gene_500	c5382	4.56770592803105	4.578034156679052	7.0	4.3428288	1.2362313	-0.22487712803104998	-0.18190538294172778	True
Base	theta1=1	Gene_500	c5383	3.125022355216962	3.168020493575835	2.0	2.0041163	1.2434009	-1.1209060552169618	-0.9014840307876261	True
Base	theta1=1	Gene_500	c5384	3.9893830104944836	4.007724896693569	2.0	2.0194695	1.2937677	-1.9699135104944836	-1.5226176310434119	True
Base	theta1=1	Gene_500	c5385	6.711378273555949	6.712594519258242	7.0	6.8289304	1.4422609	0.11755212644405066	0.08150545192208336	True
Base	theta1=1	Gene_500	c5386	8.179874137421262	8.180154335371437	17.0	8.871085	1.4159069	0.691210862578739	0.48817536137350487	True
Base	theta1=1	Gene_500	c5387	3.552149811470552	3.5804096669751293	3.0	2.9379911	1.2888793	-0.614158711470552	-0.47650599359501855	True
Base	theta1=1	Gene_500	c5388	3.977071237944345	3.995638244672725	1.0	1.8649327	1.413283	-2.112138537944345	-1.4944908683854152	True
Base	theta1=1	Gene_500	c5389	-0.6841891147419376	0.4084600552293707	1.0	0.6436097	1.2910568	1.3277988147419375	1.0284588677600688	True
Base	theta1=1	Gene_500	c5390	-0.664050387737046	0.4152584102006221	0.0	-0.41900313	1.521549	0.24504725773704605	0.16105117727857995	True
Base	theta1=1	Gene_500	c5391	3.502049687597458	3.5317400846845253	2.0	2.5389447	1.376536	-0.963104987597458	-0.6996584089318827	True
Base	theta1=1	Gene_500	c5392	3.0800405203571244	3.1249731532403464	3.0	2.9803708	1.2402747	-0.09966972035712418	-0.08036100418489886	True
Base	theta1=1	Gene_500	c5393	5.467539578895458	5.471752299235105	8.0	5.951927	1.3454338	0.48438742110454225	0.3600232290169478	True
Base	theta1=1	Gene_500	c5394	6.740075981677785	6.741257840308172	5.0	5.1325226	1.414962	-1.6075533816777856	-1.1361106387859077	True
Base	theta1=1	Gene_500	c5395	1.9109829271106946	2.048947521204532	6.0	4.786948	1.3529298	2.875965072889305	2.1257311893708786	False
Base	theta1=1	Gene_500	c5396	2.213732209469081	2.3174541706477734	4.0	4.132632	1.3154466	1.918899790530919	1.4587439661411714	True
Base	theta1=1	Gene_500	c5397	3.129904691087508	3.172697827212226	3.0	2.9985003	1.2620478	-0.131404391087508	-0.10411997951861096	True
Base	theta1=1	Gene_500	c5398	4.1987740021472035	4.213676380693762	2.0	2.5833855	1.3284725	-1.6153885021472036	-1.2159743631480544	True
Base	theta1=1	Gene_500	c5399	2.30198333075396	2.397348231182476	4.0	3.33564	1.2938322	1.03365666924604	0.7989109169226427	True
Base	theta1=1	Gene_500	c5400	2.9065004578782254	2.9597252544630197	2.0	2.421117	1.2904923	-0.48538345787822523	-0.3761227074956009	True
Base	theta1=1	Gene_500	c5401	3.7543987553027796	3.777543364731317	3.0	3.0541656	1.2947966	-0.7002331553027794	-0.5408055252097352	True
Base	theta1=1	Gene_500	c5402	3.652592238485884	3.678185753264264	3.0	3.1044576	1.351735	-0.5481346384858843	-0.4055045097492366	True
Base	theta1=1	Gene_500	c5403	1.3778070318751372	1.602653821602389	0.0	-0.5780627	1.4997532	-1.9558697318751372	-1.3041277270654512	True
Base	theta1=1	Gene_500	c5404	1.4013142959431102	1.6214718539665938	0.0	-0.57595545	1.4819144	-1.9772697459431101	-1.3342671789565648	True
Base	theta1=1	Gene_500	c5405	-1.5181921400251344	0.1981191526286755	0.0	-0.6235476	1.5015538	0.8946445400251344	0.5958125110303303	True
Base	theta1=1	Gene_500	c5406	-0.03581262112459278	0.6754011794100733	2.0	1.2407775	1.2577459	1.276590121124593	1.0149825343295438	True
Base	theta1=1	Gene_500	c5407	1.9818885601882033	2.110992807349864	2.0	2.6106856	1.3541335	0.6287970398117968	0.46435380249568947	True
Base	theta1=1	Gene_500	c5408	1.9269724157908403	2.062890731132309	3.0	3.07517	1.2707167	1.1481975842091596	0.9035826665449188	True
Base	theta1=1	Gene_500	c5409	2.2235113135116937	2.326274033071376	1.0	1.5713946	1.4139414	-0.6521167135116936	-0.4612049081466132	True
Base	theta1=1	Gene_500	c5410	2.3658630540913257	2.4555833230694604	3.0	2.7019765	1.2964593	0.3361134459086741	0.2592549152207664	True
Base	theta1=1	Gene_500	c5411	3.0566784519046823	3.102649115386356	0.0	0.36180398	1.5328006	-2.6948744719046824	-1.7581376676814207	True
Base	theta1=1	Gene_500	c5412	3.42623091465034	3.4582229098586934	1.0	1.2330458	1.333913	-2.1931851146503396	-1.6441740313276352	True
Base	theta1=1	Gene_500	c5413	5.510606099382397	5.514641601562271	8.0	6.618329	1.4784794	1.1077229006176035	0.7492312037743667	True
Base	theta1=1	Gene_500	c5414	4.942540310064202	4.949651412674691	12.0	7.452638	1.3527927	2.5100976899357983	1.8554932251894902	True
Base	theta1=1	Gene_500	c5415	4.63940033423644	4.649017432103323	8.0	6.2641864	1.4168402	1.6247860657635602	1.1467673388738973	True
Base	theta1=1	Gene_500	c5416	5.049051623559495	5.055446547169292	11.0	6.977536	1.3980559	1.9284843764405046	1.3794043402989142	True
Base	theta1=1	Gene_500	c5417	2.8766167633437187	2.931412667992721	4.0	3.474425	1.2810932	0.5978082366562814	0.4666391458921813	True
Base	theta1=1	Gene_500	c5418	2.8509911528376044	2.9071701585562324	3.0	2.9812837	1.3713694	0.1302925471623957	0.0950090815519113	True
Base	theta1=1	Gene_500	c5419	4.84341035170547	4.851259599745645	2.0	2.938504	1.3704578	-1.9049063517054696	-1.3899781165866396	True
Base	theta1=1	Gene_500	c5420	4.332520609253551	4.345569499996763	5.0	4.1601663	1.2972168	-0.1723543092535511	-0.1328646909703537	True
Base	theta1=1	Gene_500	c5421	3.20848076454975	3.2481032922207573	3.0	2.7950387	1.2585065	-0.41344206454974985	-0.3285180208046203	True
Base	theta1=1	Gene_500	c5422	1.4939796438056636	1.6964938947500012	1.0	1.6356605	1.3554204	0.14168085619433635	0.10452908646965646	True
Base	theta1=1	Gene_500	c5423	4.2102393483777	4.224973087114728	2.0	2.9124627	1.4037771	-1.2977766483776998	-0.9244891146733336	True
Base	theta1=1	Gene_500	c5424	3.7968762603730513	3.8190689327451057	5.0	4.1528563	1.3237588	0.3559800396269486	0.2689160892656189	True
Base	theta1=1	Gene_500	c5425	3.792294840332119	3.814588292363536	0.0	1.2150763	1.5609016	-2.577218540332119	-1.6511089106014876	True
Base	theta1=1	Gene_500	c5426	4.715667236849866	4.724581278176228	6.0	4.2026463	1.2441214	-0.5130209368498662	-0.4123560103136769	True
Base	theta1=1	Gene_500	c5427	3.310141902024735	3.346002160170812	2.0	1.9922339	1.2740246	-1.3179080020247351	-1.0344447054042247	True
Base	theta1=1	Gene_500	c5428	4.682118279611569	4.691335053501774	0.0	0.4198448	1.5321331	-4.262273479611569	-2.7819211526802525	False
Base	theta1=1	Gene_500	c5429	3.622158480090992	3.648532535789609	3.0	2.6167223	1.2659509	-1.005436180090992	-0.7942141990585827	True
Base	theta1=1	Gene_500	c5430	3.513459236686025	3.5428177010026505	0.0	0.5221715	1.5329304	-2.991287736686025	-1.9513526098027836	True
Base	theta1=1	Gene_500	c5431	3.3748910922136774	3.40854039570711	1.0	1.5915989	1.3869566	-1.7832921922136775	-1.2857591882930421	True
Base	theta1=1	Gene_500	c5432	2.8941647287558765	2.9480326782448603	3.0	2.711546	1.2224222	-0.1826187287558767	-0.14939088046329385	True
Base	theta1=1	Gene_500	c5433	5.188688144083371	5.194251958603529	6.0	4.7378645	1.3463881	-0.4508236440833713	-0.3348392963985431	True
Base	theta1=1	Gene_500	c5434	3.887574145266274	3.907861952573176	3.0	3.6883397	1.3750315	-0.19923444526627376	-0.14489445897513895	True
Base	theta1=1	Gene_500	c5435	3.6187953559735098	3.645257094955823	6.0	4.9982767	1.2865121	1.3794813440264901	1.0722645702488847	True
Base	theta1=1	Gene_500	c5436	3.3417438786702562	3.3765077651205657	5.0	4.705865	1.3558939	1.364121121329744	1.0060677471369581	True
Base	theta1=1	Gene_500	c5437	2.4613331016509417	2.5432090203122866	1.0	1.9061272	1.4348464	-0.5552059016509416	-0.3869444852431184	True
Base	theta1=1	Gene_500	c5438	1.3479012272898374	1.5788422339893449	3.0	3.0268579	1.2115719	1.6789566727101626	1.3857672604573963	True
Base	theta1=1	Gene_500	c5439	4.3207801241200015	4.333982105226284	8.0	5.7144437	1.3408328	1.393663575879999	1.0394014644331484	True
Base	theta1=1	Gene_500	c5440	4.021268443235592	4.039039800132671	4.0	4.4513335	1.3904167	0.4300650567644073	0.3093065961912046	True
Base	theta1=1	Gene_500	c5441	4.532218344070924	4.542917688729755	3.0	3.8970585	1.4244219	-0.6351598440709241	-0.4459071038369489	True
Base	theta1=1	Gene_500	c5442	5.139707653692261	5.145549956594295	3.0	3.9336905	1.4197689	-1.2060171536922608	-0.8494460990744767	True
Base	theta1=1	Gene_500	c5443	2.5772558503486747	2.650489792243058	0.0	0.467316	1.5365052	-2.109939850348675	-1.3732071003395725	True
Base	theta1=1	Gene_500	c5444	2.2646002686627043	2.363423857352952	1.0	1.3983274	1.3881587	-0.8662728686627041	-0.6240445481216983	True
Base	theta1=1	Gene_500	c5445	0.27321620431782867	0.8390572913035087	0.0	0.0031679936	1.4548322	-0.2700482107178287	-0.18562155189981958	True
Base	theta1=1	Gene_500	c5446	1.2048800787274416	1.4670350452276733	1.0	1.0132635	1.3426569	-0.19161657872744153	-0.14271447808255522	True
Base	theta1=1	Gene_500	c5447	2.654540351485154	2.722508446327287	1.0	1.6398263	1.4253182	-1.0147140514851543	-0.7119210654050122	True
Base	theta1=1	Gene_500	c5448	2.452261821913417	2.53485385545276	2.0	2.2842953	1.3899285	-0.16796652191341677	-0.12084544054850072	True
Base	theta1=1	Gene_500	c5449	1.5363549376487056	1.731233951695353	0.0	0.664815	1.562149	-0.8715399376487055	-0.5579108891973208	True
Base	theta1=1	Gene_500	c5450	2.5906037466581795	2.662900929503444	3.0	2.6846354	1.2382601	0.0940316533418204	0.07593853128419498	True
Base	theta1=1	Gene_500	c5451	3.304360829932427	3.3404252946508315	4.0	3.3301077	1.2549629	0.025746870067572925	0.020516040806921803	True
Base	theta1=1	Gene_500	c5452	4.567930201371811	4.578256125850007	1.0	1.8431568	1.4636488	-2.7247734013718112	-1.8616306052188278	True
Base	theta1=1	Gene_500	c5453	3.3531735519148267	3.387549073533146	3.0	3.6323373	1.4049023	0.2791637480851734	0.19870687668827464	True
Base	theta1=1	Gene_500	c5454	2.6355922242760657	2.70481647670951	7.0	4.9469075	1.2982181	2.3113152757239344	1.780375174035807	True
Base	theta1=1	Gene_500	c5455	2.7663386840469903	2.8273320384870777	1.0	2.33906	1.4903601	-0.42727868404699043	-0.28669492966632054	True
Base	theta1=1	Gene_500	c5456	2.7735723920287336	2.834139177693607	8.0	5.034646	1.2641034	2.2610736079712668	1.7886777363080162	True
Base	theta1=1	Gene_500	c5458	2.6741778239154703	2.7408673162147346	2.0	2.502062	1.3885717	-0.1721158239154703	-0.12395170081276344	True
Base	theta1=1	Gene_500	c5459	4.641087710955254	4.650688672424699	4.0	3.7319803	1.2978723	-0.9091074109552544	-0.700459830258535	True
Base	theta1=1	Gene_500	c5460	4.887131158560014	4.894645883379629	2.0	2.8533604	1.3645778	-2.033770758560014	-1.4904029352961876	True
Base	theta1=1	Gene_500	c5461	5.877358866384207	5.880157124039454	6.0	4.524733	1.2638502	-1.3526258663842068	-1.0702422378729748	True
Base	theta1=1	Gene_500	c5462	5.461009830796482	5.465250090715702	3.0	3.4698	1.3593134	-1.9912098307964818	-1.4648644166948415	True
Base	theta1=1	Gene_500	c5463	5.992618554150367	5.995112558181645	9.0	6.254627	1.4291636	0.26200844584963345	0.18332991817706065	True
Base	theta1=1	Gene_500	c5464	4.619604372752172	4.629412807268197	5.0	5.1290073	1.4157536	0.5094029272478275	0.3598104410596784	True
Base	theta1=1	Gene_500	c5465	2.900958170981264	2.9544709978542985	9.0	5.3747516	1.2954922	2.473793429018736	1.9095394237176695	True
Base	theta1=1	Gene_500	c5466	3.4162412979683725	3.4485493492121164	1.0	2.4369903	1.4583089	-0.9792509979683723	-0.6714976490703529	True
Base	theta1=1	Gene_500	c5467	4.703572129237061	4.71259415365975	0.0	1.9499514	1.6171377	-2.7536207292370616	-1.7027744324042793	True
Base	theta1=1	Gene_500	c5468	5.310189005892722	5.315117832001114	14.0	6.6407156	1.2570791	1.330526594107278	1.0584271062236879	True
Base	theta1=1	Gene_500	c5469	0.9289053948897181	1.2617896504948265	0.0	-0.018927041	1.5284004	-0.9478324358897181	-0.620146681386447	True
Base	theta1=1	Gene_500	c5470	2.3591563656775576	2.449453924121653	1.0	0.95214236	1.359531	-1.4070140056775577	-1.0349260191033214	True
Base	theta1=1	Gene_500	c5471	0.4048537736323197	0.9159239760380564	2.0	2.1676097	1.2893789	1.7627559263676802	1.3671357010477527	True
Base	theta1=1	Gene_500	c5472	1.4909713124273654	1.6940377440948051	1.0	1.5490379	1.3282193	0.05806658757263472	0.043717620706636866	True
Base	theta1=1	Gene_500	c5473	4.502218881919113	4.513242274769616	6.0	4.9118657	1.3867145	0.409646818080887	0.2954081882614532	True
Base	theta1=1	Gene_500	c5474	4.957285959674771	4.964293337607374	3.0	3.8720365	1.4097433	-1.0852494596747713	-0.7698206188848504	True
Base	theta1=1	Gene_500	c5475	5.538796231724801	5.542719780842176	13.0	7.534906	1.3974656	1.9961097682751996	1.4283784647544808	True
Base	theta1=1	Gene_500	c5476	5.5964380342152	5.600142224092052	7.0	6.1925673	1.480318	0.5961292657848007	0.40270351761229733	True
Base	theta1=1	Gene_500	c5477	2.942308405475122	2.9937083364256023	5.0	4.315441	1.3477579	1.3731325945248778	1.0188273387415334	True
Base	theta1=1	Gene_500	c5478	2.2836634936810354	2.3807086899469123	3.0	3.5610778	1.4078902	1.2774143063189647	0.9073252348222643	True
Base	theta1=1	Gene_500	c5479	3.959958305848392	3.978842775618452	6.0	4.3090186	1.2723871	0.3490602941516081	0.27433498355304614	True
Base	theta1=1	Gene_500	c5480	3.124579571781951	3.167596349443102	1.0	2.161483	1.4248325	-0.9630965717819508	-0.6759366955638301	True
Base	theta1=1	Gene_500	c5481	3.9772201270014818	3.995784395011317	3.0	3.397709	1.389369	-0.5795111270014819	-0.41710382699015297	True
Base	theta1=1	Gene_500	c5482	4.651971519424182	4.661469044426597	4.0	3.7721128	1.3158618	-0.8798587194241825	-0.6686558720864019	True
Base	theta1=1	Gene_500	c5483	1.7140418044995211	1.879671697144856	0.0	0.86228585	1.5620332	-0.8517559544995211	-0.5452867163767846	True
Base	theta1=1	Gene_500	c5484	2.721279774084115	2.784996554759301	5.0	3.625551	1.2683723	0.9042712259158852	0.7129383272686459	True
Base	theta1=1	Gene_500	c5485	4.8422139041348435	4.850072512182513	3.0	3.059773	1.3097999	-1.7824409041348437	-1.3608497787599798	True
Base	theta1=1	Gene_500	c5486	3.910064105493885	3.92990517949867	2.0	2.5096183	1.3840107	-1.4004458054938849	-1.011874984415861	True
Base	theta1=1	Gene_500	c5487	1.1449316565417893	1.421233469074367	1.0	0.9898549	1.3439603	-0.15507675654178932	-0.11538789988200493	True
Base	theta1=1	Gene_500	c5488	0.3614990539328667	0.8901437243727122	0.0	0.029764634	1.5071074	-0.3317344199328667	-0.22011332432769334	True
Base	theta1=1	Gene_500	c5489	2.360529441911107	2.4507085222967926	2.0	2.3003697	1.3318887	-0.060159741911106845	-0.04516874564001245	True
Base	theta1=1	Gene_500	c5490	3.0762710132408873	3.121369569943354	2.0	2.292246	1.3223264	-0.7840250132408872	-0.5929133784524663	True
Base	theta1=1	Gene_500	c5491	4.470873316426475	4.482245727807596	5.0	4.3171453	1.292686	-0.15372801642647538	-0.1189213903658548	True
Base	theta1=1	Gene_500	c5492	3.1625977817412365	3.204042626693576	5.0	4.296638	1.3472517	1.1340402182587632	0.8417433937984737	True
Base	theta1=1	Gene_500	c5493	2.7530067788505357	2.8147939556527284	1.0	1.7729557	1.4429046	-0.9800510788505357	-0.6792209816577864	True
Base	theta1=1	Gene_500	c5494	3.606622420178905	3.6334039432481737	3.0	2.873616	1.2946157	-0.733006420178905	-0.5661961462223153	True
Base	theta1=1	Gene_500	c5495	3.3922230098966555	3.425303589225733	4.0	3.354132	1.2538389	-0.03809100989665559	-0.030379508800257825	True
Base	theta1=1	Gene_500	c5496	3.362199786291048	3.396271625154087	1.0	1.8632194	1.4105581	-1.4989803862910482	-1.0626860292327187	True
Base	theta1=1	Gene_500	c5497	2.546683449032617	2.6221072515664408	1.0	1.9879411	1.4066762	-0.5587423490326171	-0.39720750875902866	True
Base	theta1=1	Gene_500	c5498	2.5957126390733434	2.6676543446317864	5.0	3.8093061	1.2891237	1.2135934609266568	0.9414096264979511	True
Base	theta1=1	Gene_500	c5499	2.4230517574981176	2.5079907638511933	1.0	1.8439858	1.4372045	-0.5790659574981176	-0.40291131672501557	True
Base	theta1=1	Gene_500	c5500	3.4543965199025712	3.48551369212706	3.0	2.9266076	1.2714318	-0.5277889199025712	-0.41511382671297914	True
Base	theta1=1	Gene_500	c5501	3.7994422566876995	3.821578680604616	10.0	6.741047	1.4306326	2.9416047433123005	2.0561566563716642	False
Base	theta1=1	Gene_500	c5502	4.629791182833481	4.639500688924545	6.0	5.770259	1.4322385	1.1404678171665195	0.7962834522089159	True
Base	theta1=1	Gene_500	c5503	1.335902231259144	1.5693294067890098	0.0	0.86657166	1.5387999	-0.469330571259144	-0.30499779162914165	True
Base	theta1=1	Gene_500	c5504	2.7157726332504075	2.779830245596326	5.0	3.5687003	1.2655991	0.8529276667495926	0.6739319479206272	True
Base	theta1=1	Gene_500	c5505	4.574405786508085	4.584665401349721	7.0	5.41562	1.4062454	0.8412142134919147	0.59819873081321	True
Base	theta1=1	Gene_500	c5506	4.857504207021034	4.865244028828331	5.0	4.7934937	1.4399511	-0.06401050702103372	-0.044453250545128734	True
Base	theta1=1	Gene_500	c5507	0.41230665989247794	0.9204012771929618	4.0	3.1390069	1.1843486	2.726700240107522	2.302278433991075	False
Base	theta1=1	Gene_500	c5508	-0.1777533531067673	0.6082148471499534	0.0	0.73901266	1.5489464	0.9167660131067673	0.5918642588967361	True
Base	theta1=1	Gene_500	c5509	4.6681144170682165	4.677460563845004	1.0	1.9126407	1.4473075	-2.7554737170682166	-1.9038619761648556	True
Base	theta1=1	Gene_500	c5510	4.654690370299335	4.664162229760917	4.0	3.4084263	1.3449652	-1.2462640702993348	-0.9266143616945143	True
Base	theta1=1	Gene_500	c5511	2.176180041114542	2.2836650518359374	5.0	4.43441	1.3795149	2.2582299588854577	1.6369739528623126	True
Base	theta1=1	Gene_500	c5512	2.536616591128907	2.6127751705516062	3.0	3.7233028	1.405509	1.1866862088710928	0.8443106439525416	True
Base	theta1=1	Gene_500	c5513	5.267967848328501	5.273108685350559	1.0	1.5638596	1.3816082	-3.7041082483285015	-2.681012061399535	False
Base	theta1=1	Gene_500	c5514	5.760938031223929	5.764081243296362	2.0	2.219314	1.3280149	-3.541624031223929	-2.666855643881653	False
Base	theta1=1	Gene_500	c5515	1.2148014220253476	1.474677162081488	3.0	2.6464245	1.2444733	1.4316230779746526	1.1503847273980508	True
Base	theta1=1	Gene_500	c5516	1.361351972260744	1.5895340195394545	1.0	1.5096852	1.3467323	0.14833322773925617	0.11014306832861748	True
Base	theta1=1	Gene_500	c5517	1.3968239093896373	1.617870402085402	4.0	3.3450868	1.2289817	1.9482628906103625	1.5852659894043681	True
Base	theta1=1	Gene_500	c5518	2.38267741700141	2.470965831312696	1.0	1.8484854	1.4280479	-0.5341920170014101	-0.3740714978828162	True
Base	theta1=1	Gene_500	c5519	3.38367802757917	3.4170378078842982	2.0	3.1408234	1.4053726	-0.24285462757916987	-0.17280444173962825	True
Base	theta1=1	Gene_500	c5520	3.6961489267610963	3.720664862429389	7.0	4.9483824	1.32929	1.2522334732389035	0.9420318164124484	True
Base	theta1=1	Gene_500	c5521	4.650550616851546	4.660061582485638	1.0	1.924574	1.411491	-2.725976616851546	-1.931274529452576	True
Base	theta1=1	Gene_500	c5522	3.955961191809417	3.9749205835272554	2.0	2.5560434	1.3430377	-1.399917791809417	-1.042351820659552	True
Base	theta1=1	Gene_500	c5523	3.258011007679326	3.29575450358308	5.0	3.8772266	1.316903	0.6192155923206744	0.4702059242941009	True
Base	theta1=1	Gene_500	c5524	3.6216261474049305	3.64801406294225	1.0	2.0068927	1.4533327	-1.6147334474049306	-1.1110556085368	True
Base	theta1=1	Gene_500	c5525	3.058169809109966	3.104073513581824	2.0	2.8573592	1.4456226	-0.20081060910996618	-0.1389094284427804	True
Base	theta1=1	Gene_500	c5526	3.8657285889050526	3.886459858063201	4.0	3.7164648	1.3048769	-0.14926378890505276	-0.11438917257639611	True
Base	theta1=1	Gene_500	c5527	3.3166507326457286	3.3522824363233905	5.0	4.5197926	1.3563588	1.203141867354271	0.8870380516971402	True
Base	theta1=1	Gene_500	c5528	3.972526950832074	3.991177739629494	5.0	4.512904	1.3172115	0.5403770491679256	0.4102431911412295	True
Base	theta1=1	Gene_500	c5529	4.624070527565972	4.633835466481676	1.0	2.1422596	1.4375687	-2.481810927565972	-1.7263946603497782	True
Base	theta1=1	Gene_500	c5530	4.0622817504712305	4.079345046896998	5.0	3.9684072	1.2714399	-0.09387455047123039	-0.07383325823834094	True
Base	theta1=1	Gene_500	c5531	4.706644150568625	4.715638625748763	1.0	1.7525004	1.4478829	-2.954143750568625	-2.040319524851509	False
Base	theta1=1	Gene_500	c5532	4.322983260740929	4.336156378621416	2.0	2.3560665	1.2721869	-1.9669167607409292	-1.5460910348478902	True
Base	theta1=1	Gene_500	c5533	6.817926552121877	6.819019941051372	3.0	3.9821477	1.4220487	-2.835778852121877	-1.9941503073149864	True
Base	theta1=1	Gene_500	c5534	5.084988394260892	5.09115828022601	8.0	5.603039	1.2789894	0.5180506057391074	0.4050468328659389	True
Base	theta1=1	Gene_500	c5535	3.5955578276742077	3.622633324908016	2.0	3.172987	1.4149696	-0.4225708276742077	-0.29864304340828784	True
Base	theta1=1	Gene_500	c5536	4.033279882536128	4.050840908869744	6.0	4.689871	1.3877205	0.6565911174638721	0.47314363192290676	True
Base	theta1=1	Gene_500	c5537	2.2468045663251277	2.347316248893847	0.0	0.7276759	1.4803128	-1.5191286663251278	-1.0262213947789465	True
Base	theta1=1	Gene_500	c5538	2.993740711484318	3.042625801936041	3.0	2.7107527	1.2640318	-0.28298801148431796	-0.22387728812227506	True
Base	theta1=1	Gene_500	c5539	2.8517846501770827	2.9079203233072493	1.0	2.3060274	1.386305	-0.5457572501770827	-0.39367761796796713	True
Base	theta1=1	Gene_500	c5540	2.1164936275802524	2.23022691213275	6.0	4.3840957	1.252918	2.267602072419747	1.8098567283890463	True
Base	theta1=1	Gene_500	c5541	4.792169635860039	4.800429867940999	2.0	2.3025024	1.3247546	-2.489667235860039	-1.8793422086324811	True
Base	theta1=1	Gene_500	c5542	4.9873671115098945	4.9941675427304	1.0	1.728978	1.3917263	-3.258389111509895	-2.3412571218276863	False
Theta1	theta1=3	Gene_500	c4895	4.233105165560808	4.24750821491826	1.0	2.0125685	1.2856537	-2.220536665560808	-1.7271654610886338	True
Theta1	theta1=3	Gene_500	c4896	3.118224089494251	3.1615092788397985	8.0	4.473529	1.1510599	1.3553049105057493	1.1774408182456442	True
Theta1	theta1=3	Gene_500	c4897	3.234310280743015	3.272941745126833	0.0	0.17437658	1.3972089	-3.0599337007430147	-2.1900330728948365	False
Theta1	theta1=3	Gene_500	c4898	2.5674673116792013	2.6413956400672376	1.0	1.0039254	1.2031485	-1.5635419116792013	-1.2995419199535232	True
Theta1	theta1=3	Gene_500	c4899	-0.9413779523034962	0.329368449736751	0.0	-0.9044758	1.4129198	0.03690215230349614	0.026117655300390112	True
Theta1	theta1=3	Gene_500	c4900	-0.6070632143681067	0.4349908480019282	0.0	-0.86117756	1.3567667	-0.2541143456318933	-0.18729406141224814	True
Theta1	theta1=3	Gene_500	c4901	3.2088615896708315	3.2484693258229718	2.0	2.6503272	1.2910174	-0.5585343896708315	-0.43263118659038324	True
Theta1	theta1=3	Gene_500	c4902	5.06571255341976	5.072002145905856	9.0	4.787901	1.1062326	-0.2778115534197605	-0.25113303786180274	True
Theta1	theta1=3	Gene_500	c4903	0.19055794272387333	0.7929583420617603	1.0	0.8964229	1.2181448	0.7058649572761266	0.5794589914730389	True
Theta1	theta1=3	Gene_500	c4904	0.4793821715786842	0.9612932572715488	1.0	0.9270328	1.2587819	0.4476506284213158	0.3556220727524886	True
Theta1	theta1=3	Gene_500	c4905	2.2897946450405144	2.386274376615585	5.0	3.5477433	1.1613985	1.2579486549594856	1.0831326671762411	True
Theta1	theta1=3	Gene_500	c4906	4.444079418912287	4.45575886385077	1.0	1.8387158	1.255956	-2.6053636189122873	-2.0744067617912467	False
Theta1	theta1=3	Gene_500	c4907	1.8938623699808752	2.034049820949037	6.0	4.1755342	1.1798562	2.281671830019125	1.9338558631290197	True
Theta1	theta1=3	Gene_500	c4908	1.6591795664746778	1.833380776065328	3.0	3.1564167	1.2513535	1.497237133525322	1.1964941429622582	True
Theta1	theta1=3	Gene_500	c4909	3.9688533302750146	3.9875721225342953	5.0	3.6449077	1.1729715	-0.32394563027501455	-0.276175192896856	True
Theta1	theta1=3	Gene_500	c4910	2.472599779715661	2.5535945656511645	3.0	2.9603276	1.2095486	0.4877278202843387	0.40323127180200835	True
Theta1	theta1=3	Gene_500	c4911	3.9085782334284453	3.9284485194562215	5.0	3.8092592	1.1812974	-0.09931903342844528	-0.0840762312931911	True
Theta1	theta1=3	Gene_500	c4912	3.6527031075434584	3.67829382094771	3.0	3.1094968	1.2500465	-0.5432063075434583	-0.43454888081640025	True
Theta1	theta1=3	Gene_500	c4913	2.5197957685988084	2.5971974911445788	5.0	3.9500456	1.1962559	1.4302498314011918	1.1956052475069856	True
Theta1	theta1=3	Gene_500	c4914	2.014361922634284	2.13958873936435	5.0	3.9929373	1.186983	1.9785753773657158	1.6668944520399331	True
Theta1	theta1=3	Gene_500	c4915	3.370242769872118	3.404046230006295	2.0	2.143757	1.2601907	-1.2264857698721179	-0.9732541034242815	True
Theta1	theta1=3	Gene_500	c4916	3.528706000329712	3.557626599898866	2.0	2.0923262	1.2365583	-1.436379800329712	-1.1615948882715128	True
Theta1	theta1=3	Gene_500	c4917	1.2340369464342966	1.4895431222927198	2.0	2.5318294	1.2098817	1.2977924535657033	1.0726606192702173	True
