node,node2,regime
c5284,c5033,0
c5135,c5136,0
c5016,c5015,0
c5209,c5210,0
c5019,c5020,0
c5019,c5335,0
c5165,c5049,0
c5165,c5166,0
c4953,c4954,0
c5047,c5048,0
c5363,c4938,0
c5363,c5212,0
c5363,c5364,0
c4913,c5005,0
c4913,c4914,0
c5031,c5032,0
c4941,c4942,0
c5188,c5187,0
c4959,c4960,0
c4903,c4904,0
c5199,c5200,0
c4950,c5306,0
c4950,c4949,0
c4950,c4916,0
c4950,c5373,0
c5361,c5362,0
c5258,c5257,0
c5277,c5093,0
c5277,c5278,0
c5306,c5239,0
c5306,c5305,0
c5266,c5265,0
c5266,c5029,0
c5075,c5076,0
c5262,c5261,0
c5180,c5179,0
c5038,c5037,0
c5049,c5050,0
c5228,c5227,0
c5228,c5340,0
c5074,c5073,0
c4938,c4937,0
c4938,c4928,0
c4999,c5000,0
c5414,c5413,0
c4925,c5253,0
c4925,c4926,0
c5348,c5347,0
c5348,c5360,0
c5107,c5108,0
c5298,c5297,0
c5212,c5416,0
c5212,c5211,0
c5289,c5290,0
c5149,c5150,0
c5294,c5293,0
c5379,c5380,0
c5204,c5203,0
c5137,c5138,0
c5146,c5145,0
c5096,c5095,0
c5388,c5387,0
c5335,c5336,0
c5201,c5202,0
c5201,c5378,0
c5352,c5351,0
c4967,c4968,0
c5021,c5022,0
c5155,c5156,0
c5417,c5418,0
c5116,c5115,0
c5280,c5279,0
c5319,c5320,0
c5036,c5035,0
c5093,c5094,0
c5186,c5185,0
c5272,c5393,0
c5272,c5271,0
c5086,c5085,0
c4895,c4896,0
c5239,c5275,0
c5239,c5240,0
c5081,c5082,0
c5389,c5390,0
c5029,c5030,0
c5218,c5217,0
c5114,c5113,0
c5243,c5244,0
c5416,c5415,0
c5013,c5014,0
c5393,c5394,0
c4916,c4915,0
c4963,c4964,0
c5045,c5046,0
c5100,c5099,0
c5360,c5359,0
c5310,c5309,0
c5310,c5369,0
c5409,c5410,0
c5005,c5006,0
c5382,c5381,0
c5275,c5276,0
c4987,c4988,0
c5070,c5069,0
c5033,c5034,0
c5302,c5301,0
c5378,c5377,0
c5253,c5254,0
c4979,c4980,0
c5236,c5235,0
c5090,c5089,0
c4928,c4927,0
c5369,c5370,0
c5177,c5178,0
c5068,c5067,0
c5350,c5349,0
c4931,c4899,0
c4931,c4932,0
c4899,c4900,0
c5373,c5374,0
c5404,c5403,0
c5112,c5226,0
c5112,c5111,0
c5226,c5225,0
c5340,c5339,0
c5324,c5323,0
c5126,c5125,0
c5097,c5098,0
c5120,c5119,0
c5101,c5102,0
c5134,c5133,0
c5499,c5477,0
c5499,c5460,0
c5499,c5537,0
c5499,c5533,0
c5499,c5429,0
c5499,c5463,0
c5499,c5506,0
c5499,c5500,0
c5477,c5478,0
c5477,c5540,0
c5460,c5532,0
c5460,c5512,0
c5460,c5467,0
c5460,c5450,0
c5460,c5459,0
c5532,c5524,0
c5532,c5531,0
c5537,c5494,0
c5537,c5444,0
c5537,c5439,0
c5537,c5475,0
c5537,c5538,0
c5512,c5515,0
c5512,c5436,0
c5512,c5511,0
c5512,c5452,0
c5512,c5483,0
c5512,c5470,0
c5494,c5493,0
c5533,c5482,0
c5533,c5485,0
c5533,c5474,0
c5533,c5534,0
c5533,c5529,0
c5444,c5491,0
c5444,c5443,0
c5429,c5431,0
c5429,c5430,0
c5429,c5479,0
c5463,c5464,0
c5463,c5453,0
c5463,c5521,0
c5463,c5488,0
c5482,c5509,0
c5482,c5481,0
c5439,c5440,0
c5439,c5424,0
c5453,c5508,0
c5453,c5448,0
c5453,c5426,0
c5453,c5520,0
c5453,c5454,0
c5508,c5458,0
c5508,c5507,0
c5509,c5542,0
c5509,c5510,0
c5509,c5514,0
c5542,c5461,0
c5542,c5541,0
c5458,c5489,0
c5458,c5503,0
c5458,c5498,0
c5491,c5492,0
c5448,c5447,0
c5489,c5490,0
c5489,c5422,0
c5489,c5496,0
c5515,c5445,0
c5515,c5516,0
c5503,c5504,0
c5436,c5435,0
c5521,c5535,0
c5521,c5528,0
c5521,c5522,0
c5475,c5502,0
c5475,c5441,0
c5475,c5476,0
c5424,c5525,0
c5424,c5423,0
c5422,c5421,0
c5524,c5523,0
c5506,c5505,0
c5535,c5536,0
c5528,c5527,0
c5485,c5427,0
c5485,c5486,0
c5467,c5468,0
c5427,c5428,0
c5450,c5466,0
c5450,c5449,0
c5502,c5501,0
c5488,c5455,0
c5488,c5487,0
c5445,c5446,0
c5452,c5471,0
c5452,c5451,0
c5540,c5539,0
c5483,c5484,0
c5455,c5438,0
c5455,c5456,0
c5474,c5473,0
c5426,c5425,0
c5438,c5437,0
c5470,c5518,0
c5470,c5469,0
c5470,c5434,0
c5461,c5462,0
c5518,c5517,0
c5525,c5526,0
c5441,c5442,0
c5431,c5432,0
c5498,c5497,0
c5479,c5480,0
c5520,c5519,0
c5496,c5495,0
c5434,c5433,0
c5529,c5419,0
c5529,c5530,0
c5514,c5513,0
c5471,c5472,0
c5466,c5465,0
c5419,c5420,0
