scenario	theta1	node_name	is_leaf	sim_expr	read_count	infer_mu	infer_var	sim_root	sim_centered	reconstructed_centered	residual	abs_error	sim_history_file	reconstruction_file
t3r0	3	c5541	True	2.8203543857896616	4.0	2.966395108110108	0.7913528399727611	0.057235179533903	2.763119206255759	2.909159928576205	0.1460407223204463	0.1460407223204463	expression_simulation/simulation/sim_history_t3r0.tsv	expression_simulation/reconst/history_t3r0_gene500.tsv
t3r0	3	c5542	True	3.116131008470231	6.0	3.2679374400041787	0.8472947592349288	0.057235179533903	3.058895828936328	3.210702260470276	0.1518064315339478	0.1518064315339478	expression_simulation/simulation/sim_history_t3r0.tsv	expression_simulation/reconst/history_t3r0_gene500.tsv
t3r0	3	c4699	False	0.3525154767360589		1.6471055870099176	1.4665231159798393	0.057235179533903	0.2952802972021559	1.5898704074760146	1.2945901102738588	1.2945901102738588	expression_simulation/simulation/sim_history_t3r0.tsv	expression_simulation/reconst/history_t3r0_gene500.tsv
t3r0	3	c5509	True	0.899742796285718	1.0	1.4023350556192054	0.9433981755650442	0.057235179533903	0.842507616751815	1.3450998760853023	0.5025922593334874	0.5025922593334874	expression_simulation/simulation/sim_history_t3r0.tsv	expression_simulation/reconst/history_t3r0_gene500.tsv
t3r0	3	c5510	True	0.846454141855219	2.0	1.6725224054150136	0.873878354217764	0.057235179533903	0.789218962321316	1.6152872258811106	0.8260682635597946	0.8260682635597946	expression_simulation/simulation/sim_history_t3r0.tsv	expression_simulation/reconst/history_t3r0_gene500.tsv
t3r0	3	c4678	False	1.807445471964768		1.4898046494646453	1.4922323140741762	0.057235179533903	1.750210292430865	1.4325694699307423	-0.3176408225001226	0.3176408225001226	expression_simulation/simulation/sim_history_t3r0.tsv	expression_simulation/reconst/history_t3r0_gene500.tsv
t3r0	3	c5513	True	2.501921841215284	2.0	1.5859635157819023	0.8722518932732974	0.057235179533903	2.4446866616813807	1.5287283362479993	-0.9159583254333814	0.9159583254333814	expression_simulation/simulation/sim_history_t3r0.tsv	expression_simulation/reconst/history_t3r0_gene500.tsv
t3r0	3	c5514	True	2.0054133991173937	1.0	1.304931448262931	0.9124684776698282	0.057235179533903	1.9481782195834907	1.247696268729028	-0.7004819508544626	0.7004819508544626	expression_simulation/simulation/sim_history_t3r0.tsv	expression_simulation/reconst/history_t3r0_gene500.tsv
t3r0	3	c4673	False	1.2706800320083398		1.358595487037534	1.4994237119418938	0.057235179533903	1.2134448524744368	1.301360307503631	0.08791545502919429	0.08791545502919429	expression_simulation/simulation/sim_history_t3r0.tsv	expression_simulation/reconst/history_t3r0_gene500.tsv
t3r0	3	c5481	True	2.084547268920416	2.0	1.504063359181343	0.8509235933190374	0.057235179533903	2.0273120893865126	1.44682817964744	-0.5804839097390726	0.5804839097390726	expression_simulation/simulation/sim_history_t3r0.tsv	expression_simulation/reconst/history_t3r0_gene500.tsv
t3r0	3	c5482	True	1.6215837638789985	1.0	1.2237063200763525	0.8997409049957222	0.057235179533903	1.5643485843450955	1.1664711405424495	-0.397877443802646	0.397877443802646	expression_simulation/simulation/sim_history_t3r0.tsv	expression_simulation/reconst/history_t3r0_gene500.tsv
t3r0	3	c1438	False	0.3952910852037581		1.3451395524286751	3.344296921125673	0.057235179533903	0.3380559056698551	1.287904372894772	0.949848467224917	0.949848467224917	expression_simulation/simulation/sim_history_t3r0.tsv	expression_simulation/reconst/history_t3r0_gene500.tsv
t3r0	3	c2975	False	0.8802148373578933		0.923233043188832	2.760281047355964	0.057235179533903	0.8229796578239903	0.865997863654929	0.04301820583093874	0.04301820583093874	expression_simulation/simulation/sim_history_t3r0.tsv	expression_simulation/reconst/history_t3r0_gene500.tsv
t3r0	3	c4075	False	0.4151856298870749		0.6851693576331026	1.825137462147448	0.057235179533903	0.3579504503531719	0.6279341780991996	0.2699837277460277	0.2699837277460277	expression_simulation/simulation/sim_history_t3r0.tsv	expression_simulation/reconst/history_t3r0_gene500.tsv
t3r0	3	c4743	False	0.4822344476245185		0.8716277191500542	1.3756999388949134	0.057235179533903	0.4249992680906155	0.8143925396161512	0.3893932715255357	0.3893932715255357	expression_simulation/simulation/sim_history_t3r0.tsv	expression_simulation/reconst/history_t3r0_gene500.tsv
t3r0	3	c5431	True	1.4313832106848692	3.0	1.4762023209581108	0.7286777539623056	0.057235179533903	1.3741480311509662	1.4189671414242078	0.04481911027324159	0.04481911027324159	expression_simulation/simulation/sim_history_t3r0.tsv	expression_simulation/reconst/history_t3r0_gene500.tsv
t3r0	3	c5432	True	0.6863142654682418	0.0	0.5302421232483033	0.9894429320040103	0.057235179533903	0.6290790859343388	0.47300694371440033	-0.15607214221993848	0.15607214221993848	expression_simulation/simulation/sim_history_t3r0.tsv	expression_simulation/reconst/history_t3r0_gene500.tsv
t3r0	3	c4744	False	0.3367934488950596		0.4648497160342397	1.4223518108595647	0.057235179533903	0.2795582693611566	0.4076145365003367	0.1280562671391801	0.1280562671391801	expression_simulation/simulation/sim_history_t3r0.tsv	expression_simulation/reconst/history_t3r0_gene500.tsv
t3r0	3	c5429	True	0.6461706876874083	0.0	0.229590117223139	0.9893550486460816	0.057235179533903	0.5889355081535053	0.172354937689236	-0.4165805704642693	0.4165805704642693	expression_simulation/simulation/sim_history_t3r0.tsv	expression_simulation/reconst/history_t3r0_gene500.tsv
t3r0	3	c5430	True	1.52763926219199	1.0	0.6252120326187437	0.9084579766607508	0.057235179533903	1.470404082658087	0.5679768530848407	-0.9024272295732464	0.9024272295732464	expression_simulation/simulation/sim_history_t3r0.tsv	expression_simulation/reconst/history_t3r0_gene500.tsv
t3r0	3	c4741	False	1.0312841450440575		0.9122203432802638	1.505340377410048	0.057235179533903	0.9740489655101545	0.8549851637463608	-0.11906380176379372	0.11906380176379372	expression_simulation/simulation/sim_history_t3r0.tsv	expression_simulation/reconst/history_t3r0_gene500.tsv
t3r0	3	c5479	True	1.7687199931292867	1.0	0.9359958450359124	0.8780134591526976	0.057235179533903	1.7114848135953837	0.8787606655020094	-0.8327241480933744	0.8327241480933744	expression_simulation/simulation/sim_history_t3r0.tsv	expression_simulation/reconst/history_t3r0_gene500.tsv
t3r0	3	c5480	True	1.3285987629426828	1.0	0.9200549107752172	0.9293764470122672	0.057235179533903	1.2713635834087798	0.8628197312413142	-0.4085438521674656	0.4085438521674656	expression_simulation/simulation/sim_history_t3r0.tsv	expression_simulation/reconst/history_t3r0_gene500.tsv
t3r0	3	c2974	False	1.8318669591415917		2.636536820520686	2.7547141287061514	0.057235179533903	1.7746317796076887	2.579301640986783	0.8046698613790941	0.8046698613790941	expression_simulation/simulation/sim_history_t3r0.tsv	expression_simulation/reconst/history_t3r0_gene500.tsv
t3r0	3	c4064	False	2.274797017978046		3.605100979584122	1.8131229157397488	0.057235179533903	2.2175618384441433	3.547865800050219	1.3303039616060754	1.3303039616060754	expression_simulation/simulation/sim_history_t3r0.tsv	expression_simulation/reconst/history_t3r0_gene500.tsv
t3r0	3	c4671	False	2.991235892709568		4.058033592256964	1.3647828464957532	0.057235179533903	2.9340007131756654	4.000798412723062	1.0667976995473962	1.0667976995473962	expression_simulation/simulation/sim_history_t3r0.tsv	expression_simulation/reconst/history_t3r0_gene500.tsv
t3r0	3	c5539	True	2.639116528727252	5.0	3.778996939638125	0.8670718818271514	0.057235179533903	2.581881349193349	3.721761760104222	1.139880410910873	1.139880410910873	expression_simulation/simulation/sim_history_t3r0.tsv	expression_simulation/reconst/history_t3r0_gene500.tsv
